id,epígrafe,ementa,Artigo 1º,Artigo 1 revogado,URL,file_name
59,"LEI No 4.485, DE 19 DE NOVEMBRO DE 1964.","Concede isenção de impostos, taxas e emolumentos para donativos remetidos a instituições de benemerência.","É concedida isenção dos impostos de importação e de consumo, das taxas de despacho aduaneiro de melhoramentos de portos de renovação da Marinha Mercante, e dos emolumentos consulares, de armazenagem e de capatazias para os donativos constituídos de gêneros alimentícios, roupas, medicamentos, artigos de higiene e material escolar, remetidos, até 1.972 inclusive, pela Cruz Vermelha Americana ( _American National Red Cross_ ) ou pela Cruz Vermelha Internacional (Liga das Sociedades da Cruz Vermelha e Comitê Internacional da Cruz Vermelha), consignados à Cruz Vermelha Brasileira, à Campanha da Mulher pela Democracia e à Legião Brasileira de Assistência.",,https://www.planalto.gov.br/ccivil_03/leis/1950-1969/l4485.htm,l4485
88,"LEI Nº 6.880, DE 9 DE DEZEMBRO DE 1980",__ Dispõe sobre o Estatuto dos Militares.,"O presente Estatuto regula a situação, obrigações, deveres, direitos e prerrogativas dos membros das Forças Armadas.",,https://www.planalto.gov.br/ccivil_03/leis/l6880.htm,l6880
317,LEI Nº 14.611 DE 3 DE JULHO DE 2023,"Dispõe sobre a igualdade salarial e de critérios remuneratórios entre mulheres e homens; e altera a Consolidação das Leis do Trabalho, aprovada pelo Decreto- Lei nº 5.452, de 1º de maio de 1943.","Esta Lei dispõe sobre a igualdade salarial e de critérios remuneratórios, nos termos da regulamentação, entre mulheres e homens para a realização de trabalho de igual valor ou no exercício da mesma função e altera a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943.",,https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2023/lei/l14611.htm,l14611
149,"LEI Nº 10.877, DE 4 DE JUNHO DE 2004.","Altera a Lei nº 7.070, de 20 de dezembro de 1982, que dispõe sobre pensão especial para os deficientes físicos que especifica.","O art. 3º da Lei nº 7.070, de 20 de dezembro de 1982, passa a vigorar acrescido do seguinte parágrafo:",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.877.htm,l10.877
150,"LEI Nº 10.886, DE 17 DE JUNHO DE 2004.","Acrescenta parágrafos ao art. 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, criando o tipo especial denominado ""Violência Doméstica","O art. 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, passa a vigorar acrescido dos seguintes §§ 9º e 10:",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.886.htm,l10.886
318,"LEI Nº 14.620, DE 13 DE JULHO DE 2023","Dispõe sobre o Programa Minha Casa, Minha Vida, altera o Decreto-Lei nº 3.365, de 21 de junho de 1941 (Lei da Desapropriação), a Lei nº 4.591, de 16 de dezembro de 1964, a Lei nº 6.015, de 31 de dezembro de 1973 (Lei dos Registros Públicos), a Lei nº 6.766, de 19 de dezembro de 1979, a Lei nº 8.036, de 11 de maio de 1990 (Lei do FGTS), a Lei nº 8.677, de 13 de julho de 1993, a Lei nº 9.472, de 16 de julho de 1997, a Lei nº 9.514, de 20 de novembro de 1997, a Lei nº 10.188, de 12 de fevereiro de 2001, a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), a Lei nº 10.931, de 2 de agosto de 2004, a Lei nº 11.977, de 7 de julho de 2009, a Lei nº 12.462, de 4 de agosto de 2011, a Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), a Lei nº 13.465, de 11 de julho de 2017, a Lei nº 14.063, de 23 de setembro de 2020, a Lei nº 14.133, de 1º de abril de 2021 (Lei de Licitações e Contratos Administrativos), a Lei nº 14.300, de 6 de janeiro de 2022, e a Lei nº 14.382, de 27 de junho de 2022, e revoga dispositivos da Lei nº 14.118, de 12 de janeiro de 2021.","O Programa Minha Casa, Minha Vida tem por finalidade promover o direito à cidade e à moradia de famílias residentes em áreas urbanas e rurais, associado ao desenvolvimento urbano, econômico, social e cultural, à sustentabilidade, à redução de vulnerabilidades e à prevenção de riscos de desastres, à geração de trabalho e de renda e à elevação dos padrões de habitabilidade, de segurança socioambiental e de qualidade de vida da população, conforme determinam os arts. 3º e 6º da Constituição Federal.",,https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2023/lei/l14620.htm,l14620
147,"LEI Nº 10.778, DE 24 DE NOVEMBRO DE 2003.","Estabelece a notificação compulsória, no território nacional, do caso de violência contra a mulher que for atendida em serviços de saúde públicos ou privados.","Constituem objeto de notificação compulsória, em todo o território nacional, os casos em que houver indícios ou confirmação de violência contra a mulher atendida em serviços de saúde públicos e privados. (Redação dada pela Lei nº 13.931, de 2019) (Vigência)",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.778.htm,l10.778
148,"LEI Nº 10.836, DE 9 DE JANEIRO DE 2004",Cria o Programa Bolsa Família e dá outras providências.,"Fica criado, no âmbito da Presidência da República, o Programa Bolsa Família, destinado às ações de transferência de renda com condicionalidades.",r,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.836.htm,l10.836
146,"LEI Nº 10.745, DE 9 DE OUTUBRO DE 2003.","Institui o ano de 2004 como o ""Ano da Mulher","Fica o ano de 2004 definido como ""Ano da Mulher"".",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.745.htm,l10.745
144,"LEI Nº 10.714, DE 13 DE AGOSTO DE 2003.","Autoriza o Poder Executivo a disponibilizar, em âmbito nacional, número telefônico destinado a atender denúncias de violência contra a mulher.","É o Poder Executivo autorizado a disponibilizar, em âmbito nacional, número telefônico destinado a atender denúncias de violência contra a mulher.",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.714.htm,l10.714
143,"LEI Nº 10.710, DE 5 DE AGOSTO DE 2003.","Altera a Lei nº 8.213, de 24 de julho de 1991, para restabelecer o pagamento, pela empresa, do salário-maternidade devido à segurada empregada gestante.","A Lei nº 8.213, de 24 de julho de 1991, passa a vigorar com as seguintes alterações:",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.710.htm,l10.710
145,"LEI Nº 10.741, DE 1º DE OUTUBRO DE 2003.","Dispõe sobre o Estatuto do Idoso e dá outras providências. Dispõe sobre o Estatuto da Pessoa Idosa e dá outras providências. (Redação dada pela Lei nº 14.423, de 2022","É instituído o Estatuto da Pessoa Idosa, destinado a regular os direitos assegurados às pessoas com idade igual ou superior a 60 (sessenta) anos. (Redação dada pela Lei nº 14.423, de 2022)",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.741.htm,l10.741
140,"LEI Nº 10.559, DE 13 DE NOVEMBRO DE 2002.",Regulamenta o art. 8º do Ato das Disposições Constitucionais Transitórias e dá outras providências.,O Regime do Anistiado Político compreende os seguintes direitos:,,https://www.planalto.gov.br/ccivil_03/leis/2002/l10559.htm,l10559
139,"LEI Nº 10.539, DE 23 DE SETEMBRO DE 2002.","Dispõe sobre a estruturação de órgãos, cria cargos em comissão no âmbito do Poder Executivo Federal, e dá outras providências.","Fica criada, na estrutura do Ministério da Justiça, a Secretaria de Estado dos Direitos da Mulher.",,https://www.planalto.gov.br/ccivil_03/leis/2002/l10539.htm,l10539
137,"LEI Nº 10.421, DE 15 DE ABRIL DE 2002.","Estende à mãe adotiva o direito à licença-maternidade e ao salário- maternidade, alterando a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e a Lei nº 8.213, de 24 de julho de 1991.","O art. 392 da Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, passa a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/leis/2002/l10421.htm,l10421
138,"LEI Nº 10.516, DE 11 DE JULHO DE 2002.",Institui a CARTEIRA NACIONAL DE SAÚDE DA MULHER.,"Fica instituída, no âmbito do Sistema Único de Saúde - SUS, a CARTEIRA NACIONAL DE SAÚDE DA MULHER.",,https://www.planalto.gov.br/ccivil_03/leis/2002/l10516.htm,l10516
135,"LEI Nº 10.257, DE 10 DE JULHO DE 2001.","Regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana e dá outras providências.","Na execução da política urbana, de que tratam os arts. 182 e 183 da Constituição Federal, será aplicado o previsto nesta Lei.",,https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10257.htm,l10257
134,"LEI Nº 10.244, DE 27 DE JUNHO DE 2001.",Revoga o art. 376 da Consolidação das Leis do Trabalho  CLT para permitir a realização de horas-extras por mulheres.,"Fica revogado o art. 376 da Consolidação das Leis do Trabalho  CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943.",,https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10244.htm,l10244
133,"LEI Nº 10.223, DE 15 DE MAIO DE 2001.","Altera a Lei nº 9.656, de 3 de junho de 1998, para dispor sobre a obrigatoriedade de cirurgia plástica reparadora de mama por planos e seguros privados de assistência à saúde nos casos de mutilação decorrente de tratamento de câncer.","A Lei nº 9.656, de 3 de junho de 1998, passa a vigorar acrescida do seguinte art. 10-A:",,https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10223.htm,l10223
131,"LEI Nº 9.876, DE 26 DE NOVEMBRO DE 1999.","Dispõe sobre a contribuição previdenciária do contribuinte individual, o cálculo do benefício, altera dispositivos das Leis nº s 8.212 e 8.213, ambas de 24 de julho de 1991, e dá outras providências.","A Lei nº 8.212, de 24 de julho de 1991, passa a vigorar com as seguintes alterações:",,https://www.planalto.gov.br/ccivil_03/leis/l9876.htm,l9876
159,"LEI Nº 11.489, DE 20 DE JUNHO DE 2007.",Institui o dia 6 de dezembro como o Dia Nacional de Mobilização dos Homens pelo Fim da Violência contra as Mulheres.,Fica instituído o dia 6 de dezembro como o Dia Nacional de Mobilização dos Homens pelo Fim da Violência contra as Mulheres.,,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11489.htm,l11489
158,"LEI Nº 11.447, DE 5 DE JANEIRO DE 2007.","Altera os arts. 67, 70, 82 e 137 e acrescenta o art. 69-A à Lei nº 6.880, de 9 de dezembro de 1980 - Estatuto dos Militares, tratando sobre licença para acompanhar cônjuge ou companheiro(a","Os arts. 67, 70, 82 e 137 da Lei nº 6.880, de 9 de dezembro de 1980, passam a vigorar com as seguintes alterações:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11447.htm,l11447
160,"LEI Nº 11.514, DE 13 DE AGOSTO DE 2007.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2008 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, e na Lei Complementar nº 101, de 4 de maio de 2000, as diretrizes orçamentárias da União para 2008, compreendendo:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11514.htm,l11514
132,"LEI Nº 10.172, DE 9 DE JANEIRO DE 2001.",Aprova o Plano Nacional de Educação e dá outras providências.,"Fica aprovado o Plano Nacional de Educação, constante do documento anexo, com duração de dez anos.",,https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10172.htm,l10172
156,"LEI Nº 11.340, DE 7 DE AGOSTO DE 2006","Cria mecanismos para coibir a violência doméstica e familiar contra a mulher, nos termos do § 8º do art. 226 da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Discriminação contra as Mulheres e da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência contra a Mulher; dispõe sobre a criação dos Juizados de Violência Doméstica e Familiar contra a Mulher; altera o Código de Processo Penal, o Código Penal e a Lei de Execução Penal; e dá outras providências.","Esta Lei cria mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher, nos termos do § 8º do art. 226 da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Violência contra a Mulher, da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência contra a Mulher e de outros tratados internacionais ratificados pela República Federativa do Brasil; dispõe sobre a criação dos Juizados de Violência Doméstica e Familiar contra a Mulher; e estabelece medidas de assistência e proteção às mulheres em situação de violência doméstica e familiar.",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11340.htm,l11340
142,"LEI Nº 10.683, DE 28 DE MAIO DE 2003.","Dispõe sobre a organização da Presidência da República e dos Ministérios, e dá outras providências.","A Presidência da República é constituída, essencialmente, pela Casa Civil, pela Secretaria-Geral, pela Secretaria de Relações Institucionais, pela Secretaria de Comunicação Social, pelo Gabinete Pessoal, pelo Gabinete de Segurança Institucional e pelo Núcleo de Assuntos Estratégicos. (Redação dada pela Lei 11.497, de 2007)",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.683.htm,l10.683
154,"LEI Nº 11.124, DE 16 DE JUNHO DE 2005.","Dispõe sobre o Sistema Nacional de Habitação de Interesse Social – SNHIS, cria o Fundo Nacional de Habitação de Interesse Social – FNHIS e institui o Conselho Gestor do FNHIS.","Esta Lei dispõe sobre o Sistema Nacional de Habitação de Interesse Social – SNHIS, cria o Fundo Nacional de Habitação de Interesse Social – FNHIS e institui o Conselho Gestor do FNHIS.",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/lei/l11124.htm,l11124
153,"LEI Nº 11.106, DE 28 DE MARÇO DE 2005.","Altera os arts. 148, 215, 216, 226, 227, 231 e acrescenta o art. 231-A ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal e dá outras providências.","Os arts. 148, 215, 216, 226, 227 e 231 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, passam a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/lei/l11106.htm,l11106
157,"LEI Nº 11.350, DE 5 DE OUTUBRO DE 2006","Regulamenta o § 5º do art. 198 da Constituição, dispõe sobre o aproveitamento de pessoal amparado pelo parágrafo único do art. 2º da Emenda Constitucional nº 51, de 14 de fevereiro de 2006, e dá outras providências.","As atividades de Agente Comunitário de Saúde e de Agente de Combate às Endemias, passam a reger-se pelo disposto nesta Lei.",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11350.htm,l11350
155,"LEI Nº 11.318, DE 5 DE JULHO DE 2006.","Altera a Lei nº 10.933, de 11 de agosto de 2004, que dispõe sobre o Plano Plurianual para o período 2004/2007.","A Lei nº 10.933, de 11 de agosto de 2004, passa a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11318.htm,l11318
152,"LEI Nº 10.982, DE 13 DE DEZEMBRO DE 2004.","Abre ao Orçamento Fiscal da União, em favor da Presidência da República, crédito suplementar no valor de R$ 30.701.152,00, para reforço de dotações constantes da Lei Orçamentária vigente.","Fica aberto ao Orçamento Fiscal da União ( Lei nº 10.837, de 16 de janeiro de 2004 ), em favor da Presidência da República, crédito suplementar no valor de R$ 30.701.152,00 (trinta milhões, setecentos e um mil, cento e cinqüenta e dois reais), para atender às programações constantes do Anexo I desta Lei.",r,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10982.htm,l10982
170,"LEI COMPLEMENTAR Nº 132, DE 7 DE OUTUBRO DE 2009","Altera dispositivos da Lei Complementar n º 80, de 12 de janeiro de 1994, que organiza a Defensoria Pública da União, do Distrito Federal e dos Territórios e prescreve normas gerais para sua organização nos Estados, e da Lei n º 1.060, de 5 de fevereiro de 1950, e dá outras providências.","Os arts. 1º , 4º , 5º , 6º , 7º , 8º , 9º , 10, 15, 18, 19, 20, 21, 22, 24, 26, 29, 31, 32, 38, 44, 54, 57, 58, 64, 89, 98, 99, 101, 102, 104, 105, 107, 108, 123, 128 e 136 da Lei Complementar nº 80, de 12 de janeiro de 1994, passam a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp132.htm,lcp132
168,"LEI Nº 11.942, DE 28 DE MAIO DE 2009.","Dá nova redação aos arts. 14, 83 e 89 da Lei nº 7.210, de 11 de julho de 1984 – Lei de Execução Penal, para assegurar às mães presas e aos recém- nascidos condições mínimas de assistência.","O art. 14 da Lei nº 7.210, de 11 de julho de 1984 – Lei de Execução Penal, passa a vigorar acrescido do seguinte § 3º :",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11942.htm,l11942
167,"LEI Nº 11.804, DE 5 DE NOVEMBRO DE 2008.",Disciplina o direito a alimentos gravídicos e a forma como ele será exercido e dá outras providências.,Esta Lei disciplina o direito de alimentos da mulher gestante e a forma como será exercido.,,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11804.htm,l11804
151,"LEI Nº 10.933, DE 11 DE AGOSTO DE 2004.",Dispõe sobre o Plano Plurianual para o período 2004/2007.,"Esta Lei institui o Plano Plurianual para o quadriênio 2004/2007, em cumprimento ao disposto no art. 165, § 1º , da Constituição. (Redação dada pela Lei nº 11.318, de 2006)",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.933.htm,l10.933
166,"LEI Nº 11.718, DE 20 DE JUNHO DE 2008.","Acrescenta artigo à Lei nº 5.889, de 8 de junho de 1973, criando o contrato de trabalhador rural por pequeno prazo; estabelece normas transitórias sobre a aposentadoria do trabalhador rural; prorroga o prazo de contratação de financiamentos rurais de que trata o § 6º do art. 1º da Lei nº 11.524, de 24 de setembro de 2007; e altera as Leis nºˢ 8.171, de 17 de janeiro de 1991, 7.102, de 20 de junho de 1993, 9.017, de 30 de março de 1995, e 8.212 e 8.213, ambas de 24 de julho de 1991.","A Lei nº 5.889, de 8 de junho de 1973, passa a vigorar acrescida do seguinte art. 14-A:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11718.htm,l11718
136,"LEI Nº 10.406, DE 10 DE JANEIRO DE 2002",Institui o Código Civil.,Toda pessoa é capaz de direitos e deveres na ordem civil.,,https://www.planalto.gov.br/ccivil_03/leis/2002/l10406.htm,l10406
165,"LEI Nº 11.707, DE 19 DE JUNHO DE 2008.","Altera a Lei nº 11.530, de 24 de outubro de 2007, que institui o Programa Nacional de Segurança Pública com Cidadania - Pronasci.","Os arts. 2º , 3º , 4º , 6º e 9º da Lei nº 11.530, de 24 de outubro de 2007, passam a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11707.htm,l11707
163,"LEI Nº 11.664, DE 29 DE ABRIL DE 2008.","Dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino e de mama, no âmbito do Sistema Único de Saúde – SUS. Dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino, de mama e colorretal no âmbito do Sistema Único de Saúde (SUS). (Redação dada pela Lei nº 14.335, de 2022) Vigência","As ações de saúde referidas no inciso II do **caput** do art. 7º da Lei nº 8.080, de 19 de setembro de 1990, relativas à prevenção, detecção, tratamento e controle dos cânceres do colo uterino, de mama e colorretal são asseguradas, em todo o território nacional, nos termos desta Lei. (Redação dada pela Lei nº 14.335, de 2022) Vigência",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11664.htm,l11664
164,"LEI Nº 11.689, DE 9 DE JUNHO DE 2008.","Altera dispositivos do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, relativos ao Tribunal do Júri, e dá outras providências.","O Capítulo II do Título I do Livro II do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, passa a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11689.htm,l11689
29,"DECRETO-LEI Nº 5.452, DE 1º DE MAIO DE 1943",Aprova a Consolidação das Leis do Trabalho.,"Fica aprovada a Consolidação das Leis do Trabalho, que a este decreto- lei acompanha, com as alterações por ela introduzidas na legislação vigente.",,https://www.planalto.gov.br/ccivil_03/decreto-lei/del5452.htm,del5452
162,"LEI Nº 11.633, DE 27 DE DEZEMBRO DE 2007.","Altera a Lei nº 9.434, de 4 de fevereiro de 1997.","A Lei nº 9.434, de 4 de fevereiro de 1997, passa a vigorar acrescida do seguinte art. 9º -A:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11633.htm,l11633
180,"LEI COMPLEMENTAR Nº 142, DE 8 DE MAIO DE 2013","Regulamenta o § 1º do art. 201 da Constituição Federal, no tocante à aposentadoria da pessoa com deficiência segurada do Regime Geral de Previdência Social - RGPS.",Esta Lei Complementar regulamenta a concessão de aposentadoria da pessoa com deficiência segurada do Regime Geral de Previdência Social - RGPS de que trata o § 1º do art. 201 da Constituição Federal.,,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp142.htm,lcp142
179,"LEI Nº 12.693, DE 24 DE JULHO DE 2012.","Altera as Leis nºs 12.409, de 25 de maio de 2011, 11.578, de 26 de novembro de 2007, 11.977, de 7 de julho de 2009, 10.188, de 12 de fevereiro de 2001, 10.150, de 21 de dezembro de 2000, 10.637, de 30 de dezembro de 2002, 9.636, de 15 de maio de 1998, 6.015, de 31 de dezembro de 1973, e 11.941, de 27 de maio de 2009.","O art. 4º da Lei nº 12.409, de 25 de maio de 2011, passa a vigorar com as seguintes alterações:",,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12693.htm,l12693
175,"LEI Nº 12.403, DE 4 DE MAIO DE 2011.","Altera dispositivos do Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, relativos à prisão processual, fiança, liberdade provisória, demais medidas cautelares, e dá outras providências.","Os arts. 282, 283, 289, 299, 300, 306, 310, 311, 312, 313, 314, 315, 317, 318, 319, 320, 321, 322, 323, 324, 325, 334, 335, 336, 337, 341, 343, 344, 345, 346, 350 e 439 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, passam a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12403.htm,l12403
161,"LEI Nº 11.530, DE 24 DE OUTUBRO DE 2007.",Institui o Programa Nacional de Segurança Pública com Cidadania - PRONASCI e dá outras providências.,"Fica instituído o Programa Nacional de Segurança Pública com Cidadania - PRONASCI, a ser executado pela União, por meio da articulação dos órgãos federais, em regime de cooperação com Estados, Distrito Federal e Municípios e com a participação das famílias e da comunidade, mediante programas, projetos e ações de assistência técnica e financeira e mobilização social, visando à melhoria da segurança pública.",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11530.htm,l11530
177,"LEI Nº 12.512, DE 14 DE OUTUBRO DE 2011","Institui o Programa de Apoio à Conservação Ambiental e o Programa de Fomento às Atividades Produtivas Rurais; altera as Leis nºs 10.696, de 2 de julho de 2003, 10.836, de 9 de janeiro de 2004, e 11.326, de 24 de julho de 2006.","Fica instituído o Programa de Apoio à Conservação Ambiental, com os seguintes objetivos:",,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12512.htm,l12512
