id,epígrafe,ementa,Artigo 1º,Artigo 1 revogado,URL,file_name
118,"LEI Nº 13.448, DE 5 DE JUNHO DE 2017.","Estabelece diretrizes gerais para prorrogação e relicitação dos contratos de parceria definidos nos termos da Lei nº 13.334, de 13 de setembro de 2016, nos setores rodoviário, ferroviário e aeroportuário da administração pública federal, e altera a Lei nº 10.233, de 5 de junho de 2001, e a Lei nº 8.987, de 13 de fevereiro de 1995.","Esta Lei estabelece diretrizes gerais para prorrogação e relicitação dos contratos de parceria definidos nos termos da Lei nº 13.334, de 13 de setembro de 2016 , nos setores rodoviário, ferroviário e aeroportuário da administração pública federal, e altera a Lei nº 10.233, de 5 de junho de 2001 , e a Lei nº 8.987, de 13 de fevereiro de 1995 .",,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13448.htm,l13448
116,"LEI Nº 14.063, DE 23 DE SETEMBRO DE 2020","Dispõe sobre o uso de assinaturas eletrônicas em interações com entes públicos, em atos de pessoas jurídicas e em questões de saúde e sobre as licenças de softwares desenvolvidos por entes públicos; e altera a Lei nº 9.096, de 19 de setembro de 1995, a Lei nº 5.991, de 17 de dezembro de 1973, e a Medida Provisória nº 2.200-2, de 24 de agosto de 2001.","Esta Lei dispõe sobre o uso de assinaturas eletrônicas em interações com entes públicos, em atos de pessoas jurídicas e em questões de saúde e sobre as licenças de **softwares** desenvolvidos por entes públicos, com o objetivo de proteger as informações pessoais e sensíveis dos cidadãos, com base nos incisos X e XII do **caput** do art. 5º da Constituição Federal e na Lei nº 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais), bem como de atribuir eficiência e segurança aos serviços públicos prestados sobretudo em ambiente eletrônico.",,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l14063.htm,l14063
117,"LEI Nº 13.682, DE 19 DE JUNHO DE 2018.","Altera as Leis nº 10.177, de 12 de janeiro de 2001, 7.827, de 27 de setembro de 1989, 8.167, de 16 de janeiro de 1991, e 10.260, de 12 de julho de 2001, as Medidas Provisórias nº 2.156-5, de 24 de agosto de 2001, e 2.157-5, de 24 de agosto de 2001, e a Lei Complementar nº 129, de 8 de janeiro de 2009, para modificar a metodologia de cálculo dos encargos financeiros incidentes sobre as operações de crédito não rural com recursos de Fundos Constitucionais de Financiamento e a sistemática de remuneração dos respectivos bancos administradores; e revoga dispositivos da Lei nº 9.126, de 10 de novembro de 1995, e da Medida Provisória nº 2.199-14, de 24 de agosto de 2001.","Esta Lei modifica a metodologia de cálculo dos encargos financeiros incidentes sobre as operações de crédito não rural com recursos do Fundo Constitucional de Financiamento do Norte (FNO), do Fundo Constitucional de Financiamento do Nordeste (FNE) e do Fundo Constitucional de Financiamento do Centro-Oeste (FCO) e altera a sistemática de remuneração dos respectivos bancos administradores.",,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13682.htm,l13682
114,"LEI Nº 14.479, DE 21 DE DEZEMBRO DE 2022",Institui a Política Nacional de Desfazimento e Recondicionamento de Equipamentos Eletroeletrônicos e dispõe sobre o Programa Computadores para Inclusão.,"Esta Lei institui a Política Nacional de Desfazimento e Recondicionamento de Equipamentos Eletroeletrônicos e dispõe sobre o Programa Computadores para Inclusão, em conformidade com o caput do art. 215 da Constituição Federal, tendo como base a parceria da União, dos Estados, do Distrito Federal e dos Municípios com a sociedade civil no campo da inclusão digital, a fim de ampliar o acesso às tecnologias da informação e comunicação e o seu uso apropriado pela população brasileira.",,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/lei/l14479.htm,l14479
39,"LEI Nº 13.994, DE 24 DE ABRIL DE 2020","Altera a Lei nº 9.099, de 26 de setembro de 1995, para possibilitar a conciliação não presencial no âmbito dos Juizados Especiais Cíveis.","Esta Lei altera a Lei nº 9.099, de 26 de setembro de 1995 , para possibilitar a conciliação não presencial no âmbito dos Juizados Especiais Cíveis.",,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l13994.htm,l13994
40,"LEI Nº 12.968, DE 6 DE MAIO DE 2014.","Estabelece procedimento alternativo para a concessão de visto de turismo a estrangeiro e altera os arts. 9º , 10 e 56 da Lei nº 6.815, de 19 de agosto de 1980","Esta Lei altera a Lei nº 6.815, de 19 de agosto de 1980, para acrescentar parágrafos ao art. 9º , visando a estabelecer procedimento alternativo para a concessão de visto de turista a estrangeiro para ingresso na República Federativa do Brasil; para modificar a redação do art. 10, visando a permitir a dispensa da exigência do visto de turista e dos vistos temporários para estrangeiros em viagens de negócios, ou na condição de artista ou desportista, ao nacional de país que confira a brasileiro idêntico tratamento; e para acrescentar parágrafo ao art. 56.",,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l12968.htm,l12968
38,"LEI Nº 13.642, DE 3 DE ABRIL DE 2018.","Altera a Lei nº 10.446, de 8 de maio de 2002, para acrescentar atribuição à Polícia Federal no que concerne à investigação de crimes praticados por meio da rede mundial de computadores que difundam conteúdo misógino, definidos como aqueles que propagam o ódio ou a aversão às mulheres.","O **caput** do art. 1º da Lei nº 10.446, de 8 de maio de 2002 , passa a vigorar acrescido do seguinte inciso VII:",,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13642.htm,l13642
37,"LEI Nº 11.419, DE 19 DE DEZEMBRO DE 2006.","Dispõe sobre a informatização do processo judicial; altera a Lei nº 5.869, de 11 de janeiro de 1973 – Código de Processo Civil; e dá outras providências.","O uso de meio eletrônico na tramitação de processos judiciais, comunicação de atos e transmissão de peças processuais será admitido nos termos desta Lei.",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11419.htm,l11419
115,"LEI Nº 13.303, DE 30 DE JUNHO DE 2016.","Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios.","Esta Lei dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, abrangendo toda e qualquer empresa pública e sociedade de economia mista da União, dos Estados, do Distrito Federal e dos Municípios que explore atividade econômica de produção ou comercialização de bens ou de prestação de serviços, ainda que a atividade econômica esteja sujeita ao regime de monopólio da União ou seja de prestação de serviços públicos.",,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/lei/l13303.htm,l13303
169,"LEI COMPLEMENTAR Nº 194, DE 23 DE JUNHO DE 2022","Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para considerar bens e serviços essenciais os relativos aos combustíveis, à energia elétrica, às comunicações e ao transporte coletivo, e as Leis Complementares nºs 192, de 11 de março de 2022, e 159, de 19 de maio de 2017.","A Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), passa a vigorar acrescida do seguinte art. 18-A:",,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp194.htm,lcp194
180,"LEI Nº 11.952, DE 25 DE JUNHO DE 2009.","Dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal; altera as Leis nºˢ 8.666, de 21 de junho de 1993, e 6.015, de 31 de dezembro de 1973; e dá outras providências. Dispõe sobre regularização fundiária das ocupações incidentes em terras situadas em áreas da União ou do Instituto Nacional de Colonização e Reforma Agrária - Incra, altera a Lei nº 8.666, de 21 de junho de 1993, e a Lei nº 6.015, de 31 de dezembro de 1973, e dá outras providências. ( Redação dada pela Medida Provisória nº 910, de 2019) (Vigência encerrada) Dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal; altera as Leis nºˢ 8.666, de 21 de junho de 1993, e 6.015, de 31 de dezembro de 1973; e dá outras providências.","Esta Lei dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal, definida no art. 2º da Lei Complementar nº 124, de 3 de janeiro de 2007, mediante alienação e concessão de direito real de uso de imóveis.",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11952.htm,l11952
166,"LEI Nº 11.922, DE 13 DE ABRIL DE 2009.","Dispõe sobre a dispensa de recolhimento de parte dos dividendos e juros sobre capital próprio pela Caixa Econômica Federal; altera as Leis nºˢ 11.124, de 16 de junho de 2005, 8.427, de 27 de maio de 1992, 11.322, de 13 de julho de 2006, 11.775, de 17 de setembro de 2008, e a Medida Provisória nº 2.185-35, de 24 de agosto de 2001; prorroga os prazos previstos nos arts. 5º e 30 da Lei nº 10.826, de 22 de dezembro de 2003; e dá outras providências.","Fica a União autorizada a dispensar a Caixa Econômica Federal do recolhimento de parte dos dividendos e dos juros sobre capital próprio, referentes aos exercícios de 2008 a 2010, que lhe seriam devidos, em montante a ser definido pelo Ministro de Estado da Fazenda, respeitado o recolhimento mínimo de 25% (vinte e cinco por cento) do lucro líquido ajustado.",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11922.htm,l11922
170,"LEI Nº 12.815, DE 5 DE JUNHO DE 2013.","Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.","Esta Lei regula a exploração pela União, direta ou indiretamente, dos portos e instalações portuárias e as atividades desempenhadas pelos operadores portuários.",,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/lei/l12815.htm,l12815
165,"LEI Nº 11.647, DE 24 DE MARÇO DE 2008.",Estima a receita e fixa a despesa da União para o exercício financeiro de 2008.,"Esta Lei estima a receita da União para o exercício financeiro de 2008 no montante de R$ 1.424.390.706.030,00 (um trilhão, quatrocentos e vinte e quatro bilhões, trezentos e noventa milhões, setecentos e seis mil e trinta reais) e fixa a despesa em igual valor, compreendendo, nos termos o art. 165, § 5º , da Constituição e dos arts. 7º, 8º e 59 da Lei nº 11.514, de 13 de agosto de 2007, Lei de Diretrizes Orçamentárias para 2008:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11647.htm,l11647
168,"LEI Nº 14.273, DE 23 DE DEZEMBRO DE 2021","Estabelece a Lei das Ferrovias; altera o Decreto-Lei nº 3.365, de 21 de junho de 1941, e as Leis nºs 6.015, de 31 de dezembro de 1973, 9.074, de 7 de julho de 1995, 9.636, de 15 de maio de 1998, 10.233, de 5 de junho de 2001, 10.257, de 10 de julho de 2001, 10.636, de 30 de dezembro de 2002, 12.815, de 5 de junho de 2013, 12.379, de 6 de janeiro de 2011, e 13.448, de 5 de junho de 2017; e revoga a Lei nº 5.917, de 10 de setembro de 1973.","Esta Lei dispõe sobre a organização do transporte ferroviário, o uso da infraestrutura ferroviária, os tipos de outorga para a exploração indireta de ferrovias em território nacional, as operações urbanísticas a elas associadas e dá outras providências.",,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14273.htm,l14273
167,"LEI COMPLEMENTAR Nº 147, DE 7 DE AGOSTO DE 2014","Altera a Lei Complementar no 123, de 14 de dezembro de 2006, e as Leis nos 5.889, de 8 de junho de 1973, 11.101, de 9 de fevereiro de 2005, 9.099, de 26 de setembro de 1995, 11.598, de 3 de dezembro de 2007, 8.934, de 18 de novembro de 1994, 10.406, de 10 de janeiro de 2002, e 8.666, de 21 de junho de 1993; e dá outras providências.","A Lei Complementar nº 123, de 14 de dezembro de 2006, passa a vigorar com as seguintes alterações:",,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp147.htm,lcp147
179,"LEI Nº 10.933, DE 11 DE AGOSTO DE 2004.",Dispõe sobre o Plano Plurianual para o período 2004/2007.,"Esta Lei institui o Plano Plurianual para o quadriênio 2004/2007, em cumprimento ao disposto no art. 165, § 1º , da Constituição. (Redação dada pela Lei nº 11.318, de 2006)",,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.933.htm,l10.933
164,"LEI Nº 13.140, DE 26 DE JUNHO DE 2015.","Dispõe sobre a mediação entre particulares como meio de solução de controvérsias e sobre a autocomposição de conflitos no âmbito da administração pública; altera a Lei nº 9.469, de 10 de julho de 1997, e o Decreto nº 70.235, de 6 de março de 1972; e revoga o § 2º do art. 6º da Lei nº 9.469, de 10 de julho de 1997.",Esta Lei dispõe sobre a mediação como meio de solução de controvérsias entre particulares e sobre a autocomposição de conflitos no âmbito da administração pública.,,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13140.htm,l13140
161,"LEI Nº 12.340, DE 1º DE DEZEMBRO DE 2010.","Dispõe sobre o Sistema Nacional de Defesa Civil - SINDEC, sobre as transferências de recursos para ações de socorro, assistência às vítimas, restabelecimento de serviços essenciais e reconstrução nas áreas atingidas por desastre, e sobre o Fundo Especial para Calamidades Públicas, e dá outras providências. Dispõe sobre as transferências de recursos da União aos órgãos e entidades dos Estados, Distrito Federal e Municípios para a execução de ações de resposta e recuperação nas áreas atingidas por desastre, e sobre o Fundo Especial para Calamidades Públicas; e dá outras providências. (Redação dada pela Lei nº 12.608, de 2012) Dispõe sobre as transferências de recursos da União aos órgãos e entidades dos Estados, Distrito Federal e Municípios para a execução de ações de prevenção em áreas de risco de desastres, de resposta e de recuperação em áreas atingidas por desastres, sobre o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil e dá outras providências. (Redação dada pela Medida Provisória nº 631, de 2013) Dispõe sobre as transferências de recursos da União aos órgãos e entidades dos Estados, Distrito Federal e Municípios para a execução de ações de prevenção em áreas de risco de desastres e de resposta e de recuperação em áreas atingidas por desastres e sobre o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil; e dá outras providências. (Redação dada pela Lei nº 12.983, de 2014","O Sistema Nacional de Defesa Civil - SINDEC tem como objetivo planejar, articular e coordenar as ações de defesa civil em todo o território nacional. (Revogado pela Lei nº 12.608, de 2012)",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12340.htm,l12340
176,"LEI Nº 13.988, DE 14 DE ABRIL DE 2020","Dispõe sobre a transação nas hipóteses que especifica; e altera as Leis nºs 13.464, de 10 de julho de 2017, e 10.522, de 19 de julho de 2002.","Esta Lei estabelece os requisitos e as condições para que a União, as suas autarquias e fundações, e os devedores ou as partes adversas realizem transação resolutiva de litígio relativo à cobrança de créditos da Fazenda Pública, de natureza tributária ou não tributária.",,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l13988.htm,l13988
177,"LEI Nº 11.727, DE 23 DE JUNHO DE 2008.","Dispõe sobre medidas tributárias destinadas a estimular os investimentos e a modernização do setor de turismo, a reforçar o sistema de proteção tarifária brasileiro, a estabelecer a incidência de forma concentrada da Contribuição para o PIS/Pasep e da Contribuição para o Financiamento da Seguridade Social – Cofins na produção e comercialização de álcool; altera as Leis nºˢ 10.865, de 30 de abril de 2004, 11.488, de 15 de junho de 2007, 9.718, de 27 de novembro de 1998, 11.196, de 21 de novembro de 2005, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 7.689, de 15 de dezembro de 1988, 7.070, de 20 de dezembro de 1982, 9.250, de 26 de dezembro de 1995, 9.430, de 27 de dezembro de 1996, 9.249, de 26 de dezembro de 1995, 11.051, de 29 de dezembro de 2004, 9.393, de 19 de dezembro de 1996, 8.213, de 24 de julho de 1991, 7.856, de 24 de outubro de 1989, e a Medida Provisória nº 2.158-35, de 24 de agosto de 2001; e dá outras providências.","Para efeito de apuração da base de cálculo do imposto de renda, a pessoa jurídica que explore a atividade de hotelaria poderá utilizar depreciação acelerada incentivada de bens móveis integrantes do ativo imobilizado, adquiridos a partir da data da publicação da Medida Provisória nº 413, de 3 de janeiro de 2008, até 31 de dezembro de 2010, calculada pela aplicação da taxa de depreciação admitida pela legislação tributária, sem prejuízo da depreciação contábil.",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11727.htm,l11727
175,"LEI Nº 14.011, DE 10 DE JUNHO DE 2020","Aprimora os procedimentos de gestão e alienação dos imóveis da União; altera as Leis nºs 6.015, de 31 de dezembro de 1973, 9.636, de 15 de maio de 1998, 13.240, de 30 de dezembro de 2015, 13.259, de 16 de março de 2016, e 10.204, de 22 de fevereiro de 2001, e o Decreto-Lei nº 2.398, de 21 de dezembro de 1987; revoga dispositivos das Leis nºs 9.702, de 17 de novembro de 1998, 11.481, de 31 de maio de 2007, e 13.874, de 20 de setembro de 2019; e dá outras providências.",VETADO).,r,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l14011.htm,l14011
174,"LEI Nº 11.897, DE 30 DE DEZEMBRO DE 2008.",Estima a receita e fixa a despesa da União para o exercício financeiro de 2009.,"Esta Lei estima a receita da União para o exercício financeiro de 2009 no montante de R$ 1.660.729.655.083,00 (um trilhão, seiscentos e sessenta bilhões, setecentos e vinte e nove milhões, seiscentos e cinqüenta e cinco mil e oitenta e três reais) e fixa a despesa em igual valor, compreendendo, nos termos do art. 165, § 5º , da Constituição, e dos arts. 6º, 7º e 55 da Lei nº 11.768, de 14 de agosto de 2008, Lei de Diretrizes Orçamentárias para 2009:",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11897.htm,l11897
173,"LEI Nº 13.360, DE 17 DE NOVEMBRO DE 2016.","Altera a Lei nº 5.655, de 20 de maio de 1971, a Lei nº 10.438, de 26 de abril de 2002, a Lei nº 9.648, de 27 de maio de 1998, a Lei nº 12.111, de 9 de dezembro de 2009, a Lei nº 12.783, de 11 de janeiro de 2013, a Lei nº 9.074, de 7 de julho de 1995, a Lei nº 7.990, de 28 de dezembro de 1989, a Lei nº 9.491, de 9 de setembro de 1997, a Lei nº 9.427, de 26 de dezembro de 1996, a Lei nº 10.848, de 15 de março de 2004, a Lei nº 11.488, de 15 de junho de 2007, a Lei nº 12.767, de 27 de dezembro de 2012, a Lei nº 13.334, de 13 de setembro de 2016, a Lei nº 13.169, de 6 de outubro de 2015, a Lei nº 11.909, de 4 de março de 2009, e a Lei nº 13.203, de 8 de dezembro de 2015; e dá outras providências.","O art. 4º da Lei nº 5.655, de 20 de maio de 1971 , passa a vigorar com a seguinte redação:",,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/lei/l13360.htm,l13360
163,"LEI Nº 8.069, DE 13 DE JULHO DE 1990.",Dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências.,Esta Lei dispõe sobre a proteção integral à criança e ao adolescente.,,https://www.planalto.gov.br/ccivil_03/leis/l8069.htm,l8069
162,"LEI Nº 10.707, DE 30 DE JULHO DE 2003.",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2004 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, e na Lei Complementar nº 101, de 4 de maio de 2000, as diretrizes orçamentárias da União para 2004, compreendendo:",,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.707.htm,l10.707
172,"LEI Nº 10.266, DE 24 DE JULHO DE 2001.",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2002 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, as diretrizes orçamentárias da União para 2002, compreendendo:",,https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10266.htm,l10266
199,"LEI Nº 12.010, DE 3 DE AGOSTO DE 2009.","Dispõe sobre adoção; altera as Leis nºˢ 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente, 8.560, de 29 de dezembro de 1992; revoga dispositivos da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, e da Consolidação das Leis do Trabalho \- CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; e dá outras providências.","Esta Lei dispõe sobre o aperfeiçoamento da sistemática prevista para garantia do direito à convivência familiar a todas as crianças e adolescentes, na forma prevista pela Lei nº 8.069, de 13 de julho de 1990, Estatuto da Criança e do Adolescente.",,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l12010.htm,l12010
178,"LEI Nº 14.133, DE 1º DE ABRIL DE 2021",Lei de Licitações e Contratos Administrativos.,"Esta Lei estabelece normas gerais de licitação e contratação para as Administrações Públicas diretas, autárquicas e fundacionais da União, dos Estados, do Distrito Federal e dos Municípios, e abrange:",,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14133.htm,l14133
